P,L2-NORM,C_in,C_SR,y,point_type,system_id
0.21606078991,17.016715555,0.20155962237,17.011024672,0.39117975834,,P1
0.21702905247,16.966739338,0.20174995062,16.961034988,0.39093844122,,P1
0.21800183871,16.916763299,0.20194071464,16.911045394,0.39069699933,,P1
0.2189792133,16.866787439,0.20213192363,16.861055891,0.39045542534,,P1
0.21996124175,16.816811763,0.20232358687,16.811066483,0.39021371196,,P1
0.2209479904,16.766836271,0.20251571369,16.761077169,0.3899718519,,P1
0.22193952647,16.716860967,0.20270831352,16.711087954,0.3897298379,,P1
0.22293591803,16.666885854,0.20290139582,16.661098837,0.3894876627,,P1
0.22393723407,16.616910933,0.20309497014,16.611109821,0.38924531904,,P1
0.22494354449,16.566936209,0.2032890461,16.561120908,0.38900279969,,P1
0.22595492011,16.516961684,0.20348363341,16.511132101,0.38876009741,,P1
0.22697143273,16.46698736,0.20367874184,16.461143401,0.38851720498,,P1
0.2279931551,16.41701324,0.20387438124,16.411154809,0.38827411519,,P1
0.229020161,16.367039328,0.20407056157,16.36116633,0.38803082082,,P1
0.23005252521,16.317065627,0.20426729284,16.311177963,0.38778731468,,P1
0.23109032354,16.26709214,0.20446458517,16.261189713,0.38754358956,,P1
0.23213363288,16.217118869,0.20466244876,16.211201581,0.38729963828,,P1
0.23318253121,16.167145819,0.20486089391,16.161213569,0.38705545363,,P1
0.2342370976,16.117172992,0.20505993101,16.11122568,0.38681102843,,P1
0.23529741226,16.067200392,0.20525957055,16.061237916,0.3865663555,,P1
0.23636355658,16.017228022,0.20545982311,16.011250279,0.38632142765,,P1
0.23743561309,15.967255885,0.20566069938,15.961262773,0.38607623769,,P1
0.23851366557,15.917283986,0.20586221017,15.9112754,0.38583077845,,P1
0.23959779901,15.867312328,0.20606436636,15.861288162,0.38558504274,,P1
0.24068809967,15.817340915,0.20626717898,15.811301063,0.38533902336,,P1
0.24178465509,15.76736975,0.20647065916,15.761314104,0.38509271315,,P1
0.24288755414,15.717398837,0.20667481812,15.711327289,0.38484610489,,P1
0.24399688703,15.66742818,0.20687966724,15.661340621,0.38459919141,,P1
0.24511274534,15.617457784,0.207085218,15.611354103,0.38435196549,,P1
0.24623522206,15.567487652,0.207291482,15.561367737,0.38410441995,,P1
0.24666291515,15.548525778,0.2073699412,15.542399673,0.3840103998,HB,P1
0.24779467701,15.498556018,0.20757720838,15.492413523,0.38376240151,,P1
0.24893328435,15.448586532,0.20778521695,15.442427533,0.38351406643,,P1
0.25007883521,15.398617326,0.20799397896,15.392441707,0.38326538735,,P1
0.25123142907,15.348648403,0.20820350659,15.342456047,0.38301635704,,P1
0.25239116702,15.298679768,0.20841381217,15.292470558,0.38276696825,,P1
0.25355815179,15.248711426,0.2086249082,15.242485242,0.38251721376,,P1
0.25473248774,15.198743381,0.20883680728,15.192500104,0.3822670863,,P1
0.25591428094,15.148775639,0.2090495222,15.142515148,0.38201657862,,P1
0.25710363916,15.098808205,0.2092630659,15.092530375,0.38176568344,,P1
0.25830067197,15.048841083,0.20947745146,15.042545792,0.38151439349,,P1
0.25950549071,14.99887428,0.20969269215,14.992561402,0.38126270148,,P1
0.26071820861,14.9489078,0.20990880138,14.942577208,0.38101060011,,P1
0.26193894075,14.898941648,0.21012579276,14.892593215,0.38075808206,,P1
0.26316780418,14.848975832,0.21034368005,14.842609428,0.38050514001,,P1
0.26440491789,14.799010355,0.2105624772,14.79262585,0.38025176663,,P1
0.26565040294,14.749045225,0.21078219835,14.742642486,0.37999795456,,P1
